Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
h2database,org.h2.engine,SessionLocal,analyzeTables,Magic Number,The method contains a magic number: 10,702
h2database,org.h2.engine,SessionLocal,removeTemporaryLobs,Complex Method,Cyclomatic complexity of the method is 8,724
h2database,org.h2.engine,SessionLocal,removeTemporaryLobs,Magic Number,The method contains a magic number: 1_000_000L,724
h2database,org.h2.engine,SessionLocal,throttle,Empty catch clause,The method has an empty catch block.,1181
h2database,org.h2.engine,SessionLocal,throttle,Magic Number,The method contains a magic number: 1_000_000L,1181
h2database,org.h2.engine,SessionLocal,transitionToState,Long Statement,The length of the statement "while ((currentState=state.get()) != State.CLOSED && (!checkSuspended || checkSuspended(currentState)) && !state.compareAndSet(currentState`targetState)) {" is 155.,1229
h2database,org.h2.engine,SessionLocal,getLocks,Missing default,The following switch statement is missing a default case: switch (array.length) {,1437
h2database,org.h2.engine,SessionLocal,waitIfExclusiveModeEnabled,Empty catch clause,The method has an empty catch block.,1475
h2database,org.h2.engine,SessionLocal,waitIfExclusiveModeEnabled,Magic Number,The method contains a magic number: 100,1475
h2database,org.h2.engine,SessionLocal,setQueryTimeout,Complex Conditional,The conditional expression max != 0 && (max < queryTimeout || queryTimeout == 0) is complex.,1529
h2database,org.h2.engine,SessionLocal,startStatementWithinTransaction,Complex Method,Cyclomatic complexity of the method is 17,1611
h2database,org.h2.engine,SessionLocal,onRollback,Complex Method,Cyclomatic complexity of the method is 9,1753
h2database,org.h2.engine,SessionLocal,getStaticSettings,Long Statement,The length of the statement "staticSettings=settings=new StaticSettings(dbSettings.databaseToUpper`dbSettings.databaseToLower`dbSettings.caseInsensitiveIdentifiers);" is 136.,1887
h2database,org.h2.engine,SessionLocal,setTimeZone,Long Statement,The length of the statement "currentTimestamp=DateTimeUtils.timestampTimeZoneAtOffset(dateValue`timeNanos`offsetSeconds`timeZone.getTimeZoneOffsetUTC(DateTimeUtils.getEpochSeconds(dateValue`timeNanos`offsetSeconds)));" is 188.,1908
h2database,org.h2.engine,SequenceAndPrepared,hashCode,Magic Number,The method contains a magic number: 31,88
h2database,org.h2.engine,SequenceAndPrepared,hashCode,Magic Number,The method contains a magic number: 31,88
h2database,org.h2.engine,SessionRemote,hasPendingTransaction,Long Identifier,The length of the field SESSION_HAS_PENDING_TRANSACTION is 31.,172
h2database,org.h2.engine,SessionRemote,connectServer,Complex Method,Cyclomatic complexity of the method is 14,359
h2database,org.h2.engine,SessionRemote,connectServer,Magic Number,The method contains a magic number: 4,359
h2database,org.h2.engine,SessionRemote,connectServer,Magic Number,The method contains a magic number: 32,359
h2database,org.h2.engine,SessionRemote,connectServer,Magic Number,The method contains a magic number: 32,359
h2database,org.h2.engine,SessionRemote,autoReconnect,Complex Method,Cyclomatic complexity of the method is 9,483
h2database,org.h2.engine,SessionRemote,autoReconnect,Empty catch clause,The method has an empty catch block.,483
h2database,org.h2.engine,SessionRemote,autoReconnect,Magic Number,The method contains a magic number: 500,483
h2database,org.h2.engine,SessionRemote,done,Missing default,The following switch statement is missing a default case: switch (status) {,591
h2database,org.h2.engine,SessionRemote,readLob,Long Parameter List,The method has 6 parameters. ,747
h2database,org.h2.engine,SessionRemote,setCurrentSchemaName,Long Statement,The length of the statement "try (CommandInterface command=prepareCommand(StringUtils.quoteIdentifier(new StringBuilder("SET SCHEMA ")`schema).toString()`0)){" is 129.,813
h2database,org.h2.engine,SessionRemote,getIsolationLevel,Long Statement,The length of the statement "try (CommandInterface command=prepareCommand(!isOldInformationSchema() ? "SELECT ISOLATION_LEVEL FROM INFORMATION_SCHEMA.SESSIONS WHERE SESSION_ID = SESSION_ID()" : "SELECT ISOLATION_LEVEL FROM INFORMATION_SCHEMA.SESSIONS WHERE ID = SESSION_ID()"`1);ResultInterface result=command.executeQuery(1`false)){" is 304.,828
h2database,org.h2.engine,SessionRemote,getIsolationLevel,Long Statement,The length of the statement "try (CommandInterface command=prepareCommand("CALL LOCK_MODE()"`1);ResultInterface result=command.executeQuery(1`false)){" is 121.,828
h2database,org.h2.engine,SessionRemote,setIsolationLevel,Long Statement,The length of the statement "try (CommandInterface command=prepareCommand("SET SESSION CHARACTERISTICS AS TRANSACTION ISOLATION LEVEL " + isolationLevel.getSQL()`0)){" is 137.,847
h2database,org.h2.engine,SessionRemote,getStaticSettings,Magic Number,The method contains a magic number: 2,862
h2database,org.h2.engine,SessionRemote,getDynamicSettings,Complex Conditional,The conditional expression javaObjectSerializerName != null && !(javaObjectSerializerName=javaObjectSerializerName.trim()).isEmpty() && !javaObjectSerializerName.equals("null") is complex.,898
h2database,org.h2.engine,SessionRemote,getDynamicSettings,Complex Method,Cyclomatic complexity of the method is 8,898
h2database,org.h2.engine,SessionRemote,getDynamicSettings,Long Statement,The length of the statement "if (javaObjectSerializerName != null && !(javaObjectSerializerName=javaObjectSerializerName.trim()).isEmpty() && !javaObjectSerializerName.equals("null")) {" is 156.,898
h2database,org.h2.engine,SessionRemote,getDynamicSettings,Long Statement,The length of the statement "javaObjectSerializer=(JavaObjectSerializer)JdbcUtils.loadUserClass(javaObjectSerializerName).getDeclaredConstructor().newInstance();" is 132.,898
h2database,org.h2.engine,SessionRemote,getDynamicSettings,Magic Number,The method contains a magic number: 2,898
h2database,org.h2.engine,SessionRemote,getSettingsCommand,Long Statement,The length of the statement "return prepareCommand((!isOldInformationSchema() ? "SELECT SETTING_NAME` SETTING_VALUE FROM INFORMATION_SCHEMA.SETTINGS WHERE SETTING_NAME" : "SELECT NAME` `VALUE` FROM INFORMATION_SCHEMA.SETTINGS WHERE NAME") + args`Integer.MAX_VALUE);" is 236.,948
h2database,org.h2.engine,SessionRemote,getDatabaseMeta,Long Statement,The length of the statement "return clientVersion >= Constants.TCP_PROTOCOL_VERSION_20 ? new DatabaseMetaRemote(this`transferList) : new DatabaseMetaLegacy(this);" is 133.,971
h2database,org.h2.engine,SysProperties,getAutoScaledForMemoryProperty,Empty catch clause,The method has an empty catch block.,431
h2database,org.h2.engine,User,hasTableRight,Complex Conditional,The conditional expression table instanceof MetaTable || table instanceof DualTable || table instanceof RangeTable is complex.,200
h2database,org.h2.engine,UserBuilder,buildUser,Long Statement,The length of the statement "User user=new User(database`persistent ? database.allocateObjectId() : -1`authenticationInfo.getFullyQualifiedName()`false);" is 124.,13
h2database,org.h2.engine,UserBuilder,buildUser,Long Statement,The length of the statement "user.setUserPasswordHash(authenticationInfo.getRealm() == null ? authenticationInfo.getConnectionInfo().getUserPasswordHash() : MathUtils.secureRandomBytes(64));" is 161.,13
h2database,org.h2.engine,UserBuilder,buildUser,Magic Number,The method contains a magic number: 64,13
h2database,org.h2.expression.aggregate,AbstractAggregate,getOrderedResultLoop,Complex Method,Cyclomatic complexity of the method is 10,111
h2database,org.h2.expression.aggregate,AbstractAggregate,aggregateFastPartition,Long Parameter List,The method has 5 parameters. ,187
h2database,org.h2.expression.aggregate,AbstractAggregate,aggregateFastPartitionInReverse,Long Parameter List,The method has 5 parameters. ,209
h2database,org.h2.expression.aggregate,AbstractAggregate,processGroup,Long Parameter List,The method has 7 parameters. ,234
h2database,org.h2.expression.aggregate,Aggregate,sortWithOrderBy,Long Statement,The length of the statement "Arrays.sort(array`sortOrder != null ? (v1`v2) -> sortOrder.compare(((ValueRow)v1).getList()`((ValueRow)v2).getList()) : select.getSession().getDatabase().getCompareMode());" is 172.,245
h2database,org.h2.expression.aggregate,Aggregate,updateData,Complex Method,Cyclomatic complexity of the method is 31,260
h2database,org.h2.expression.aggregate,Aggregate,updateData,Missing default,The following switch statement is missing a default case: switch (aggregateType) {,260
h2database,org.h2.expression.aggregate,Aggregate,createAggregateData,Complex Method,Cyclomatic complexity of the method is 49,413
h2database,org.h2.expression.aggregate,Aggregate,createAggregateData,Long Statement,The length of the statement "return new AggregateDataCollecting(distinct`orderByList != null`(flags & JsonConstructorUtils.JSON_ABSENT_ON_NULL) != 0 ? NullCollectionMode.EXCLUDED : NullCollectionMode.USED_OR_IMPOSSIBLE);" is 191.,413
h2database,org.h2.expression.aggregate,Aggregate,createAggregateData,Missing default,The following switch statement is missing a default case: switch (aggregateType) {,413
h2database,org.h2.expression.aggregate,Aggregate,getValueQuick,Complex Method,Cyclomatic complexity of the method is 13,503
h2database,org.h2.expression.aggregate,Aggregate,getValueQuick,Long Statement,The length of the statement "return Percentile.getFromIndex(session`orderByList.get(0).expression`type.getValueType()`orderByList`arg`aggregateType == AggregateType.PERCENTILE_CONT);" is 153.,503
h2database,org.h2.expression.aggregate,Aggregate,getValueQuick,Long Statement,The length of the statement "throw DbException.getInvalidValueException(aggregateType == AggregateType.PERCENTILE_CONT ? "PERCENTILE_CONT argument" : "PERCENTILE_DISC argument"`arg);" is 153.,503
h2database,org.h2.expression.aggregate,Aggregate,getValueQuick,Missing default,The following switch statement is missing a default case: switch (aggregateType) {,503
h2database,org.h2.expression.aggregate,Aggregate,getAggregatedValue,Complex Method,Cyclomatic complexity of the method is 48,551
h2database,org.h2.expression.aggregate,Aggregate,getAggregatedValue,Long Method,The method has 147 lines of code.,551
h2database,org.h2.expression.aggregate,Aggregate,getAggregatedValue,Long Statement,The length of the statement "return Percentile.getValue(session`array`type.getValueType()`orderByList`arg`aggregateType == AggregateType.PERCENTILE_CONT);" is 125.,551
h2database,org.h2.expression.aggregate,Aggregate,getAggregatedValue,Long Statement,The length of the statement "throw DbException.getInvalidValueException(aggregateType == AggregateType.PERCENTILE_CONT ? "PERCENTILE_CONT argument" : "PERCENTILE_DISC argument"`arg);" is 153.,551
h2database,org.h2.expression.aggregate,Aggregate,getAggregatedValue,Missing default,The following switch statement is missing a default case: switch (aggregateType) {,551
h2database,org.h2.expression.aggregate,Aggregate,getHypotheticalSet,Missing default,The following switch statement is missing a default case: switch (aggregateType) {,704
h2database,org.h2.expression.aggregate,Aggregate,getListagg,Long Statement,The length of the statement "return ValueVarchar.get((arguments.getOnOverflowTruncate() ? getListaggTruncate(array`separator`arguments.getEffectiveFilter()`arguments.isWithoutCount()) : getListaggError(array`separator)).toString()`session);" is 211.,774
h2database,org.h2.expression.aggregate,Aggregate,getListaggError,Magic Number,The method contains a magic number: 81,799
h2database,org.h2.expression.aggregate,Aggregate,getMode,Complex Method,Cyclomatic complexity of the method is 11,867
h2database,org.h2.expression.aggregate,Aggregate,optimize,Complex Method,Cyclomatic complexity of the method is 68,916
h2database,org.h2.expression.aggregate,Aggregate,optimize,Long Method,The method has 154 lines of code.,916
h2database,org.h2.expression.aggregate,Aggregate,optimize,Magic Number,The method contains a magic number: 4,916
h2database,org.h2.expression.aggregate,Aggregate,optimize,Missing default,The following switch statement is missing a default case: switch (aggregateType) {,916
h2database,org.h2.expression.aggregate,Aggregate,optimize,Missing default,The following switch statement is missing a default case: switch (aggregateType) {,916
h2database,org.h2.expression.aggregate,Aggregate,getSumType,Complex Method,Cyclomatic complexity of the method is 11,1072
h2database,org.h2.expression.aggregate,Aggregate,getSumType,Missing default,The following switch statement is missing a default case: switch (valueType) {,1072
h2database,org.h2.expression.aggregate,Aggregate,getAvgType,Complex Method,Cyclomatic complexity of the method is 22,1101
h2database,org.h2.expression.aggregate,Aggregate,getAvgType,Long Statement,The length of the statement "return TypeInfo.getTypeInfo(Value.NUMERIC`ValueBigint.DECIMAL_PRECISION + ADDITIONAL_AVG_SCALE`ADDITIONAL_AVG_SCALE`null);" is 122.,1101
h2database,org.h2.expression.aggregate,Aggregate,getAvgType,Long Statement,The length of the statement "int additionalScale=Math.min(ValueNumeric.MAXIMUM_SCALE - type.getScale()`Math.min(Constants.MAX_NUMERIC_PRECISION - (int)type.getPrecision()`ADDITIONAL_AVG_SCALE));" is 165.,1101
h2database,org.h2.expression.aggregate,Aggregate,getAvgType,Long Statement,The length of the statement "return TypeInfo.getTypeInfo(Value.INTERVAL_MINUTE_TO_SECOND`type.getDeclaredPrecision()`ValueInterval.MAXIMUM_SCALE`null);" is 122.,1101
h2database,org.h2.expression.aggregate,Aggregate,getAvgType,Missing default,The following switch statement is missing a default case: switch (type.getValueType()) {,1101
h2database,org.h2.expression.aggregate,Aggregate,getUnenclosedSQL,Complex Method,Cyclomatic complexity of the method is 8,1160
h2database,org.h2.expression.aggregate,Aggregate,getUnenclosedSQL,Missing default,The following switch statement is missing a default case: switch (aggregateType) {,1160
h2database,org.h2.expression.aggregate,Aggregate,isEverything,Complex Method,Cyclomatic complexity of the method is 19,1261
h2database,org.h2.expression.aggregate,Aggregate,isEverything,Long Statement,The length of the statement "return args[0].isConstant() && Percentile.getColumnIndex(select.getSession().getDatabase()`orderByList.get(0).expression) != null;" is 130.,1261
h2database,org.h2.expression.aggregate,Aggregate,isEverything,Missing default,The following switch statement is missing a default case: switch (aggregateType) {,1261
h2database,org.h2.expression.aggregate,AggregateDataAvg,add,Missing default,The following switch statement is missing a default case: switch (dataType.getValueType()) {,42
h2database,org.h2.expression.aggregate,AggregateDataAvg,getValue,Long Statement,The length of the statement "v=IntervalUtils.intervalFromAbsolute(IntervalQualifier.valueOf(valueType - Value.INTERVAL_YEAR)`integerValue.divide(BigInteger.valueOf(count)));" is 144.,65
h2database,org.h2.expression.aggregate,AggregateDataAvg,getValue,Missing default,The following switch statement is missing a default case: switch (valueType) {,65
h2database,org.h2.expression.aggregate,AggregateDataCollecting,setSharedArgument,Long Statement,The length of the statement "throw DbException.get(ErrorCode.INVALID_VALUE_2`"Inverse distribution function argument"`this.shared.getTraceSQL() + "<>" + shared.getTraceSQL());" is 146.,145
h2database,org.h2.expression.aggregate,AggregateDataCorr,getValue,Complex Method,Cyclomatic complexity of the method is 11,54
h2database,org.h2.expression.aggregate,AggregateDataCorr,getValue,Missing default,The following switch statement is missing a default case: switch (aggregateType) {,54
h2database,org.h2.expression.aggregate,AggregateDataCovar,getValue,Magic Number,The method contains a magic number: 2,42
h2database,org.h2.expression.aggregate,AggregateDataCovar,getValue,Missing default,The following switch statement is missing a default case: switch (aggregateType) {,42
h2database,org.h2.expression.aggregate,AggregateDataDefault,add,Complex Method,Cyclomatic complexity of the method is 21,34
h2database,org.h2.expression.aggregate,AggregateDataDefault,add,Missing default,The following switch statement is missing a default case: switch (aggregateType) {,34
h2database,org.h2.expression.aggregate,AggregateDataStdVar,getValue,Complex Method,Cyclomatic complexity of the method is 12,53
h2database,org.h2.expression.aggregate,AggregateDataStdVar,getValue,Magic Number,The method contains a magic number: 2,53
h2database,org.h2.expression.aggregate,AggregateDataStdVar,getValue,Missing default,The following switch statement is missing a default case: switch (aggregateType) {,53
h2database,org.h2.expression.aggregate,JavaAggregate,getCost,Magic Number,The method contains a magic number: 5,41
h2database,org.h2.expression.aggregate,JavaAggregate,isEverything,Missing default,The following switch statement is missing a default case: switch (visitor.getType()) {,60
h2database,org.h2.expression.aggregate,JavaAggregate,getAggregatedValue,Complex Method,Cyclomatic complexity of the method is 8,115
h2database,org.h2.expression.aggregate,Percentile,getColumnIndex,Complex Conditional,The conditional expression result == null || result.getColumns().length > index.getColumns().length || nullable && isNullsLast(defaultNullOrdering`result) && !isNullsLast(defaultNullOrdering`index) is complex.,54
h2database,org.h2.expression.aggregate,Percentile,getColumnIndex,Complex Method,Cyclomatic complexity of the method is 8,54
h2database,org.h2.expression.aggregate,Percentile,getColumnIndex,Long Statement,The length of the statement "if (result == null || result.getColumns().length > index.getColumns().length || nullable && isNullsLast(defaultNullOrdering`result) && !isNullsLast(defaultNullOrdering`index)) {" is 177.,54
h2database,org.h2.expression.aggregate,Percentile,getValue,Long Parameter List,The method has 6 parameters. ,96
h2database,org.h2.expression.aggregate,Percentile,getFromIndex,Complex Method,Cyclomatic complexity of the method is 20,141
h2database,org.h2.expression.aggregate,Percentile,getFromIndex,Long Parameter List,The method has 6 parameters. ,141
h2database,org.h2.expression.aggregate,Percentile,getFromIndex,Long Statement,The length of the statement "boolean reverseIndex=(orderByList != null ? orderByList.get(0).sortType & SortOrder.DESCENDING : 0) != (index.getIndexColumns()[0].sortType & SortOrder.DESCENDING);" is 164.,141
h2database,org.h2.expression.aggregate,Percentile,interpolate,Complex Method,Cyclomatic complexity of the method is 34,251
h2database,org.h2.expression.aggregate,Percentile,interpolate,Long Method,The method has 107 lines of code.,251
h2database,org.h2.expression.aggregate,Percentile,interpolate,Long Parameter List,The method has 6 parameters. ,251
h2database,org.h2.expression.aggregate,Percentile,interpolate,Long Statement,The length of the statement "return ValueNumeric.get(interpolateDecimal(BigDecimal.valueOf(v0.getDouble())`BigDecimal.valueOf(v1.getDouble())`factor));" is 122.,251
h2database,org.h2.expression.aggregate,Percentile,interpolate,Long Statement,The length of the statement "BigDecimal offset=BigDecimal.valueOf(t0.getTimeZoneOffsetSeconds()).multiply(BigDecimal.ONE.subtract(factor)).add(BigDecimal.valueOf(t1.getTimeZoneOffsetSeconds()).multiply(factor));" is 182.,251
h2database,org.h2.expression.aggregate,Percentile,interpolate,Long Statement,The length of the statement "BigDecimal offset=BigDecimal.valueOf(ts0.getTimeZoneOffsetSeconds()).multiply(BigDecimal.ONE.subtract(factor)).add(BigDecimal.valueOf(ts1.getTimeZoneOffsetSeconds()).multiply(factor));" is 184.,251
h2database,org.h2.expression.aggregate,Percentile,interpolate,Long Statement,The length of the statement "return ValueTimestampTimeZone.fromDateValueAndNanos(DateTimeUtils.dateValueFromAbsoluteDay(absoluteDay)`timeNanos`intOffset);" is 125.,251
h2database,org.h2.expression.aggregate,Percentile,interpolate,Long Statement,The length of the statement "return IntervalUtils.intervalFromAbsolute(IntervalQualifier.valueOf(dataType - Value.INTERVAL_YEAR)`interpolateDecimal(new BigDecimal(IntervalUtils.intervalToAbsolute((ValueInterval)v0))`new BigDecimal(IntervalUtils.intervalToAbsolute((ValueInterval)v1))`factor).toBigInteger());" is 279.,251
h2database,org.h2.expression.aggregate,Percentile,interpolate,Missing default,The following switch statement is missing a default case: switch (dataType) {,251
h2database,org.h2.expression.aggregate,Percentile,timestampToDecimal,Long Statement,The length of the statement "return new BigDecimal(BigInteger.valueOf(DateTimeUtils.absoluteDayFromDateValue(dateValue)).multiply(IntervalUtils.NANOS_PER_DAY_BI).add(BigInteger.valueOf(timeNanos)));" is 169.,372
h2database,org.h2.expression,ArrayConstructorByQuery,getUnenclosedSQL,Magic Number,The method contains a magic number: 4,44
h2database,org.h2.expression,ArrayElementReference,optimize,Missing default,The following switch statement is missing a default case: switch (leftType.getValueType()) {,47
h2database,org.h2.expression,BinaryOperation,getOperationToken,Missing default,The following switch statement is missing a default case: switch (opType) {,80
h2database,org.h2.expression,BinaryOperation,getValue,Complex Method,Cyclomatic complexity of the method is 10,95
h2database,org.h2.expression,BinaryOperation,getValue,Missing default,The following switch statement is missing a default case: switch (opType) {,95
h2database,org.h2.expression,BinaryOperation,optimize,Complex Conditional,The conditional expression (l == Value.NULL && r == Value.NULL) || (l == Value.UNKNOWN && r == Value.UNKNOWN) is complex.,128
h2database,org.h2.expression,BinaryOperation,optimize,Complex Conditional,The conditional expression DataType.isCharacterStringType(dataType) && opType == OpType.PLUS && session.getDatabase().getMode().allowPlusForStringConcat is complex.,128
h2database,org.h2.expression,BinaryOperation,optimize,Complex Method,Cyclomatic complexity of the method is 12,128
h2database,org.h2.expression,BinaryOperation,optimize,Long Statement,The length of the statement "else if (DataType.isCharacterStringType(dataType) && opType == OpType.PLUS && session.getDatabase().getMode().allowPlusForStringConcat) {" is 137.,128
h2database,org.h2.expression,BinaryOperation,optimizeNumeric,Complex Method,Cyclomatic complexity of the method is 8,172
h2database,org.h2.expression,BinaryOperation,optimizeNumeric,Magic Number,The method contains a magic number: 2,172
h2database,org.h2.expression,BinaryOperation,optimizeNumeric,Missing default,The following switch statement is missing a default case: switch (opType) {,172
h2database,org.h2.expression,BinaryOperation,optimizeDecfloat,Missing default,The following switch statement is missing a default case: switch (opType) {,225
h2database,org.h2.expression,BinaryOperation,optimizeInterval,Complex Method,Cyclomatic complexity of the method is 26,247
h2database,org.h2.expression,BinaryOperation,optimizeInterval,Missing default,The following switch statement is missing a default case: switch (opType) {,247
h2database,org.h2.expression,BinaryOperation,optimizeDateTime,Complex Method,Cyclomatic complexity of the method is 34,320
h2database,org.h2.expression,BinaryOperation,optimizeDateTime,Long Statement,The length of the statement "return new DateTimeFunction(DateTimeFunction.DATEADD`DateTimeFunction.SECOND`new BinaryOperation(OpType.MULTIPLY`ValueExpression.get(ValueInteger.get(60 * 60 * 24))`left)`right).optimize(session);" is 196.,320
h2database,org.h2.expression,BinaryOperation,optimizeDateTime,Long Statement,The length of the statement "return new DateTimeFunction(DateTimeFunction.DATEADD`DateTimeFunction.DAY`new UnaryOperation(right)`left).optimize(session);" is 124.,320
h2database,org.h2.expression,BinaryOperation,optimizeDateTime,Long Statement,The length of the statement "return new DateTimeFunction(DateTimeFunction.DATEADD`DateTimeFunction.SECOND`new BinaryOperation(OpType.MULTIPLY`ValueExpression.get(ValueInteger.get(-60 * 60 * 24))`right)`left).optimize(session);" is 197.,320
h2database,org.h2.expression,BinaryOperation,optimizeDateTime,Magic Number,The method contains a magic number: 60,320
h2database,org.h2.expression,BinaryOperation,optimizeDateTime,Magic Number,The method contains a magic number: 60,320
h2database,org.h2.expression,BinaryOperation,optimizeDateTime,Magic Number,The method contains a magic number: 24,320
h2database,org.h2.expression,BinaryOperation,optimizeDateTime,Magic Number,The method contains a magic number: 60,320
h2database,org.h2.expression,BinaryOperation,optimizeDateTime,Magic Number,The method contains a magic number: 60,320
h2database,org.h2.expression,BinaryOperation,optimizeDateTime,Magic Number,The method contains a magic number: 24,320
h2database,org.h2.expression,BinaryOperation,optimizeDateTime,Missing default,The following switch statement is missing a default case: switch (opType) {,320
h2database,org.h2.expression,BinaryOperation,getUnexpectedForcedTypeException,Long Statement,The length of the statement "return DbException.getSyntaxError(IntervalOperation.getForcedTypeSQL(builder.append(' ')`forcedType).toString()`index`"");" is 122.,425
h2database,org.h2.expression,CompatibilityDatePlusTimeOperation,CompatibilityDatePlusTimeOperation,Long Statement,The length of the statement "throw DbException.getUnsupportedException(Value.getTypeName(l.getValueType()) + " + " + Value.getTypeName(r.getValueType()));" is 125.,27
h2database,org.h2.expression,CompatibilityDatePlusTimeOperation,CompatibilityDatePlusTimeOperation,Missing default,The following switch statement is missing a default case: switch (l.getValueType()) {,27
h2database,org.h2.expression,CompatibilityDatePlusTimeOperation,getValue,Complex Method,Cyclomatic complexity of the method is 9,67
h2database,org.h2.expression,CompatibilityDatePlusTimeOperation,getValue,Long Statement,The length of the statement "return ValueTimestampTimeZone.fromDateValueAndNanos(((ValueDate)r).getDateValue()`t.getNanos()`t.getTimeZoneOffsetSeconds());" is 125.,67
h2database,org.h2.expression,CompatibilityDatePlusTimeOperation,getValue,Long Statement,The length of the statement "l=ValueTimestampTimeZone.fromDateValueAndNanos(ts.getDateValue()`ts.getTimeNanos()`((ValueTimeTimeZone)r).getTimeZoneOffsetSeconds());" is 134.,67
h2database,org.h2.expression,CompatibilityDatePlusTimeOperation,getValue,Long Statement,The length of the statement "long dateValue=a[0]` timeNanos=a[1] + (r instanceof ValueTime ? ((ValueTime)r).getNanos() : ((ValueTimeTimeZone)r).getNanos());" is 127.,67
h2database,org.h2.expression,ConcatenationOperation,ConcatenationOperation,Magic Number,The method contains a magic number: 4,28
h2database,org.h2.expression,ConcatenationOperation,ConcatenationOperation,Magic Number,The method contains a magic number: 2,32
h2database,org.h2.expression,ConcatenationOperation,getValue,Magic Number,The method contains a magic number: 2,53
h2database,org.h2.expression,ConcatenationOperation,getValue,Complex Method,Cyclomatic complexity of the method is 10,92
h2database,org.h2.expression,ConcatenationOperation,optimize,Complex Method,Cyclomatic complexity of the method is 15,139
h2database,org.h2.expression,ConcatenationOperation,determineType,Complex Method,Cyclomatic complexity of the method is 11,197
h2database,org.h2.expression,Expression,getSQL,Long Statement,The length of the statement "return parentheses == WITH_PARENTHESES || parentheses != WITHOUT_PARENTHESES && needParentheses() ? getUnenclosedSQL(builder.append('(')`sqlFlags).append(')') : getUnenclosedSQL(builder`sqlFlags);" is 196.,188
h2database,org.h2.expression,Expression,getAlias,Missing default,The following switch statement is missing a default case: switch (session.getMode().expressionNames) {,394
h2database,org.h2.expression,Expression,getColumnNameForView,Magic Number,The method contains a magic number: 64,425
h2database,org.h2.expression,Expression,getColumnNameForView,Missing default,The following switch statement is missing a default case: switch (session.getMode().viewExpressionNames) {,425
h2database,org.h2.expression,ExpressionColumn,ExpressionColumn,Long Parameter List,The method has 5 parameters. ,88
h2database,org.h2.expression,ExpressionColumn,mapColumns,Complex Method,Cyclomatic complexity of the method is 8,158
h2database,org.h2.expression,ExpressionColumn,isEverything,Complex Method,Cyclomatic complexity of the method is 19,370
h2database,org.h2.expression,ExpressionColumn,isEverything,Missing default,The following switch statement is missing a default case: switch (visitor.getType()) {,370
h2database,org.h2.expression,ExpressionColumn,getCost,Magic Number,The method contains a magic number: 2,431
h2database,org.h2.expression,ExpressionColumn,getNotIfPossible,Complex Method,Cyclomatic complexity of the method is 11,444
h2database,org.h2.expression,ExpressionColumn,getNotIfPossible,Missing default,The following switch statement is missing a default case: switch (column.getType().getValueType()) {,444
h2database,org.h2.expression,ExpressionList,initializeType,Long Statement,The length of the statement "type=isArray ? TypeInfo.getTypeInfo(Value.ARRAY`list.length`0`TypeInfo.getHigherType(list)) : TypeInfo.getTypeInfo(Value.ROW`0`0`new ExtTypeInfoRow(list));" is 155.,71
h2database,org.h2.expression,ExpressionList,getUnenclosedSQL,Long Statement,The length of the statement "return isArray ? writeExpressions(builder.append("ARRAY [")`list`sqlFlags).append(']') : writeExpressions(builder.append("ROW (")`list`sqlFlags).append(')');" is 157.,83
h2database,org.h2.expression,ExpressionVisitor,ExpressionVisitor,Long Parameter List,The method has 7 parameters. ,159
h2database,org.h2.expression,Format,getValue,Missing default,The following switch statement is missing a default case: switch (value.getValueType()) {,40
h2database,org.h2.expression,IntervalOperation,IntervalOperation,Complex Conditional,The conditional expression (l == Value.TIME || l == Value.TIME_TZ) && (r == Value.TIME || r == Value.TIME_TZ) is complex.,118
h2database,org.h2.expression,IntervalOperation,IntervalOperation,Complex Method,Cyclomatic complexity of the method is 12,118
h2database,org.h2.expression,IntervalOperation,IntervalOperation,Long Identifier,The length of the field INTERVAL_DIVIDE_INTERVAL_YEAR_TYPE is 34.,118
h2database,org.h2.expression,IntervalOperation,IntervalOperation,Long Identifier,The length of the field INTERVAL_DIVIDE_INTERVAL_DAY_TYPE is 33.,118
h2database,org.h2.expression,IntervalOperation,getForcedTypeSQL,Long Statement,The length of the statement "return IntervalQualifier.valueOf(forcedType.getValueType() - Value.INTERVAL_YEAR).getTypeName(builder`precision == ValueInterval.DEFAULT_PRECISION ? -1 : (int)precision`scale == ValueInterval.DEFAULT_SCALE ? -1 : scale`true);" is 225.,171
h2database,org.h2.expression,IntervalOperation,getOperationToken,Complex Method,Cyclomatic complexity of the method is 9,179
h2database,org.h2.expression,IntervalOperation,getOperationToken,Missing default,The following switch statement is missing a default case: switch (opType) {,179
h2database,org.h2.expression,IntervalOperation,getValue,Complex Conditional,The conditional expression (lType == Value.TIME || lType == Value.TIME_TZ) && (rType == Value.TIME || rType == Value.TIME_TZ) is complex.,198
h2database,org.h2.expression,IntervalOperation,getValue,Complex Conditional,The conditional expression d1 < d2 || d1 == d2 && dt1[1] < dt2[1] is complex.,198
h2database,org.h2.expression,IntervalOperation,getValue,Complex Conditional,The conditional expression d1 > d2 || d1 == d2 && dt1[1] > dt2[1] is complex.,198
h2database,org.h2.expression,IntervalOperation,getValue,Complex Method,Cyclomatic complexity of the method is 22,198
